Date,Diagnosis,Mean CBL Pressure (hpa),Wind Direction at max 10 min mean (deg),Highest Gust (kt),Maximum Air Temperature (C),Highest ten minute mean wind speed (kt),Minimum Air Temperature (C),Potential Evapotranspiration (mm),Precipitation Amount (mm),Soil Moisture Deficits (mm),moderately drained Soil Moisture Deficits (mm),poorly drained Soil Moisture Deficits (mm),well drained Mean 10cm soil temperature (C),Sunshine duration (hours),Mean Wind Speed (kt)
30-08-03,0,1010.9,330,20,17,13,6.2,2.4,0,56.8,61.5,56.8,14.2,7.5,6.8
31-08-03,0,1013.5,330,17,15.7,12,7.2,1.7,0,57.6,62.3,57.6,14.45,1.1,6.4
01-09-03,0,1016,320,13,17.2,8,5.6,1.8,0,58.5,63.2,58.5,14.45,4.4,5.8
02-09-03,0,1018.4,100,11,18.5,8,12.8,1.6,0,59.2,63.9,59.2,16.075,0.1,5
03-09-03,0,1019.8,140,12,18.4,8,11.6,1.6,0,59.9,64.7,59.9,16.4,2.6,4.5
04-09-03,0,1014.8,130,22,20,15,9.7,2.2,0,60.9,65.7,60.9,16.4,7.1,6.9
05-09-03,0,1007.4,260,24,19.6,18,9.5,1.9,0,61.8,66.5,61.8,15.8,2.5,6.3
06-09-03,0,1004.8,270,27,18.7,16,8.3,2.7,0.1,62.8,67.5,62.8,15.475,9,9.2
07-09-03,0,1001.5,170,20,15.5,12,4.9,1.1,8,55.3,60,55.3,14.225,0.5,5.2
08-09-03,0,1001.8,330,21,18,14,6,1.9,0.1,56.2,60.9,56.2,13.675,7.1,6.7
09-09-03,0,1001.9,240,23,15.6,16,7.9,1.3,2,54.8,59.5,54.8,13.15,1.5,10.1
10-09-03,0,1002.9,280,29,18.7,20,13.2,1.9,1.3,54.5,59.2,54.5,14.875,1.1,12.5
11-09-03,0,1011.3,260,33,21.6,24,8.3,2.1,0.7,54.8,59.5,54.8,15.75,6.2,10.8
12-09-03,0,1018.2,140,21,17.9,13,6,1.8,0.9,54.8,59.5,54.8,14.2,3.1,8.2
13-09-03,0,1014.6,220,33,22,23,11.6,2.4,0,56,60.8,56,15.7,7.1,9.8
14-09-03,0,1015.7,230,28,23,17,13.1,2.5,0,57.3,62,57.3,16.875,8.2,9.8
15-09-03,0,1013.5,240,16,22.8,11,9.9,2.2,0,58.3,63,58.3,16.325,4.6,6.1
16-09-03,0,1011.4,250,14,23.8,9,9.3,2.5,0,59.5,64.2,59.5,16.4,5.9,4.3
17-09-03,0,1005.3,220,28,24.6,19,10.9,3.4,0,61,65.8,61,16.15,7.8,9.5
18-09-03,0,1001.1,210,21,20.7,15,13.7,1.8,5.6,56.2,61,56.2,16.825,2,7.8
19-09-03,0,1003.7,270,14,16.9,10,11.5,1.4,0.5,56.4,61.1,56.4,16.025,3.6,4.9
20-09-03,0,1008.1,250,12,13.6,9,4.9,0.6,1,55.7,60.5,55.7,14.425,1.4,3.7
21-09-03,0,1001.5,220,27,21.9,18,4.9,1.9,0.3,56.4,61.1,56.4,14.05,5.7,8.6
22-09-03,0,999.2,290,30,16.8,21,5.7,1.3,5.2,51.8,56.5,51.8,14.325,8.4,12.9
23-09-03,0,1012.6,280,24,13.4,17,4.8,1.8,0,52.7,57.5,52.7,11.45,8.5,10
24-09-03,1,1018.7,240,21,16.4,15,6,1.8,0,53.7,58.4,53.7,11.975,6.6,7.8
25-09-03,0,1012.3,210,21,17.9,14,8.4,2,0,54.7,59.5,54.7,12.55,3,9
26-09-03,0,1009.7,340,24,15.9,15,6.2,1.5,0.7,54.7,59.5,54.7,13.775,8.4,8.7
27-09-03,0,1011,300,15,14.6,11,7.4,1.5,0,55.5,60.3,55.5,12.925,2.4,5.3
28-09-03,0,1005.3,250,18,16.4,13,5,1.6,0,56.3,61.1,56.3,12.825,7.3,7.7
29-09-03,0,999.4,240,22,14.3,15,10.1,1.1,0.3,56.5,61.3,56.5,12.725,0,8.7
30-09-03,0,998.8,130,19,15.7,15,9.8,0.9,10.7,46.3,51,46.3,12.875,0.9,6.2
01-10-03,0,1001.9,40,23,16.4,17,9.5,1.3,0.3,46.7,51.5,46.7,13.175,8.2,9.5
02-10-03,0,1002.7,90,14,15.4,10,7.9,1.2,0.1,47.3,52.1,47.3,12.875,6.5,5.3
03-10-03,0,1003.2,300,23,14.7,15,8.3,1.1,0,47.9,52.7,47.9,12.525,1.8,9.4
04-10-03,0,1008.5,320,37,12.6,22,3.5,1.3,0.3,48.4,53.2,48.4,11.125,5.8,11.4
05-10-03,0,1005.3,230,30,12.2,19,1.5,0.6,2.6,46.1,51,46.1,9.275,2.1,12.5
06-10-03,0,998.1,280,39,13.2,27,8.6,1.7,0.4,46.8,51.6,46.8,10.3,1.3,19
07-10-03,0,1002,290,31,13.5,22,8.4,1.4,1.5,46.1,50.9,46.1,10.475,4.5,13.3
08-10-03,0,1007.1,280,38,18.2,25,11.2,1.4,0.1,46.8,51.6,46.8,12.6,2.7,17.3
09-10-03,1,1006.1,250,36,18.8,26,10.9,1.7,0.9,46.8,51.7,46.8,12.825,3.4,18.7
10-10-03,0,1007.8,260,22,14.7,16,6.2,1.1,0,47.5,52.4,47.5,11.975,1.8,9.3
11-10-03,0,1011.7,220,13,17,9,6.6,0.9,0,48,52.9,48,11.7,1.2,4.5
12-10-03,0,1010.3,140,26,14,17,11.9,0.9,0.4,48.1,53,48.1,12.375,0,10.2
13-10-03,0,1009.5,140,21,14,15,10.8,0.6,5.5,43,47.9,43,12.45,0,10.2
14-10-03,0,1013.2,140,21,13.7,15,10.5,0.7,0,43.4,48.3,43.4,12.3,0,8.4
15-10-03,0,1016.9,140,22,13.4,15,7.6,1.1,0,44,49,44,11,7.8,8.4
16-10-03,1,1018.2,130,22,14.2,17,6.8,1.2,0,44.8,49.7,44.8,9.925,7.8,9.1
17-10-03,0,1014.3,80,23,13.2,15,5.5,1.1,0,45.4,50.4,45.4,9.5,7.3,9.7
18-10-03,0,1009.4,80,24,12.8,16,7.4,1.1,0,46.1,51,46.1,9.675,2.2,10.9
19-10-03,0,1006.2,50,27,10.4,18,6.9,1.1,2.2,44.5,49.5,44.5,9.35,0,12
20-10-03,0,1005.7,360,24,9.3,16,2.9,1.1,1.6,43.5,48.5,43.5,7.875,8.5,8.4
21-10-03,0,1002.2,340,23,8,14,-0.5,0.7,10.1,33.9,38.8,33.9,6.7,7.3,8.9
22-10-03,0,1003,30,26,8.3,16,0.9,0.6,47.2,-10,-7.9,0,4.475,1.2,9.2
23-10-03,0,1011.8,90,22,10.5,14,0.2,0.7,5.3,-4.6,-10,0,6,8.2,7.4
24-10-03,0,1017.1,330,18,10.2,13,0,0.7,0,0.7,-8.8,0.7,5.125,5.3,8.6
25-10-03,0,1013.5,280,28,9.9,21,0.7,0.7,0,1.4,-7.7,1.4,5.35,3.2,10.9
26-10-03,0,1010.2,300,14,10.8,10,1.5,0.6,0,2,-6.7,2,6.225,3.9,5
27-10-03,0,1010.3,250,13,11.1,10,1,0.8,0,2.7,-5.6,2.7,5.65,8.2,7
28-10-03,0,999.5,240,19,10.7,13,4.2,0.5,0.9,2.3,-5.7,2.3,7.175,0.1,8
29-10-03,0,986.9,280,29,9,20,1.8,0.5,0.5,2.4,-5.3,2.4,7.15,4.3,11.3
30-10-03,0,973.5,80,37,9.2,25,0.9,0.5,18.3,-10,-10,0,5.85,0,14.5
31-10-03,0,974.8,70,37,9.8,22,6.2,0.9,8.4,-7.5,-10,0,7.3,1,16
01-11-03,1,980.8,190,36,12,22,1.8,0.6,0.8,-0.2,-9.7,0,6.25,2.1,11.7
02-11-03,0,971.8,230,30,12.2,20,7.3,0.8,0.1,0.7,-8.5,0.7,7.575,5.9,12.6
03-11-03,0,989.2,260,37,11,25,4.7,0.9,0,1.5,-7.2,1.5,7.025,7.7,15.2
04-11-03,0,1004.5,210,42,15.6,25,5.7,1.1,0,2.6,-5.8,2.6,7.7,0.1,15.2
05-11-03,0,1001.2,240,41,14.7,28,12,1.4,0.2,3.7,-4.4,3.7,9.85,0.4,19.5
06-11-03,0,1007.2,240,36,14.4,27,3.2,0.3,0,4,-3.9,4,9.3,2.6,10.2
07-11-03,0,1013.8,140,25,14.3,17,7.8,0.7,0.1,4.5,-3.1,4.5,10.075,7.8,11.8
08-11-03,0,1008.7,120,29,9.4,20,7.5,1.2,0,5.6,-1.8,5.6,8.15,0,13.8
09-11-03,0,1001.2,130,28,13,20,7.8,1.1,1,5.6,-1.6,5.6,8.3,3,12.8
10-11-03,0,1006.3,160,16,14.4,11,7.3,0.6,0.1,6.1,-1.1,6.1,8.1,5,5.6
11-11-03,0,1001.2,160,36,12.1,25,8.5,0.5,9.1,-2.6,-9.6,0,8.95,0,13.7
12-11-03,0,1001.6,240,25,12.3,17,4.7,0.5,0,0.5,-8.6,0.5,8.35,6.6,10.6
13-11-03,0,997,140,47,11.2,30,3.9,0.4,9.9,-9,-10,0,7.4,0,11.7
14-11-03,0,988,270,41,11.4,29,7.6,0.8,2.9,-2.1,-10,0,8.525,0.1,19.6
15-11-03,0,1002.4,270,25,8.5,18,2.5,0.3,0,0.3,-9.2,0.3,7.125,3.1,11.3
16-11-03,0,1008.2,270,19,9.4,14,1.4,0.3,0.2,0.4,-8.6,0.4,5.475,6.6,9
17-11-03,0,1005.2,260,33,13.8,23,8.3,0.8,0.1,1.1,-7.5,1.1,8.275,0,16.5
18-11-03,0,1005.4,240,30,14.1,21,12.5,1,0.1,2,-6.2,2,10.425,0,16.3
19-11-03,0,1004.3,270,38,13.4,25,8.7,0.5,5.3,-2.8,-10,0,10.225,0,9.7
20-11-03,0,998.9,260,23,12,17,2.8,0.2,3.6,-3.4,-10,0,9.275,4,8.3
21-11-03,1,997.6,240,13,8.1,9,0.6,0.2,0,0.2,-9.3,0.2,5.825,6.7,5.1
22-11-03,0,994.1,260,16,7.8,11,0.1,0.2,0,0.4,-8.6,0.4,4.275,6.6,6.7
23-11-03,0,997,260,17,7.5,12,0.8,0.1,0,0.5,-8.1,0.5,3.9,7.5,8.2
24-11-03,0,994.7,220,28,10.4,18,-0.6,0.3,0,0.8,-7.4,0.8,4.4,1.9,10.5
25-11-03,0,981.9,260,31,10.7,23,5.4,0.5,2.2,-0.8,-8.7,0,6.425,0.8,10.3
26-11-03,0,976.2,250,26,6.2,19,1.4,0.3,0,0.3,-7.9,0.3,5.15,2.4,12.9
27-11-03,0,988.4,260,24,6.8,18,0.6,0.4,0,0.7,-7.1,0.7,3.625,6.1,11.9
28-11-03,0,991.8,210,31,11.7,20,0.1,0.5,0.4,0.9,-6.6,0.9,4.275,0.8,10.8
29-11-03,0,983.1,290,41,11.9,32,4,0.5,18.9,-10,-10,0,7.025,1.1,13.4
30-11-03,0,990,230,16,6.9,11,-1.6,0.2,0,0.2,-9.3,0.2,4.7,2.3,5.7
01-12-03,0,997.4,10,35,8.2,24,-1.3,0.5,1.2,-0.5,-9.6,0,3.55,0.2,11.4
02-12-03,0,1005.6,10,32,10.8,23,1.2,0.2,17,-10,-10,0,6.25,1.1,9.7
03-12-03,0,1016.4,340,17,9.6,11,6.6,0.3,0,0.3,-9.2,0.3,6.475,0,6.9
04-12-03,0,1023.8,10,14,9.5,10,1.5,0.1,0,0.4,-8.6,0.4,6.875,2.4,5.2
05-12-03,0,1022.2,40,12,9.6,8,2.9,0.3,0.1,0.6,-8,0.6,6.525,0,4.2
06-12-03,0,1020.7,100,26,10.6,18,5.7,0.8,0.1,1.3,-6.9,1.3,7.525,0.1,11.5
07-12-03,0,1017.8,140,22,7.6,15,0.8,0.4,0,1.7,-6.2,1.7,5.75,5.1,8.2
08-12-03,0,1007.8,140,25,7.2,17,0.6,0.3,0,2,-5.6,2,3.425,4.3,9.1
09-12-03,0,1002.7,140,26,11.5,18,6.7,0.5,0.2,2.3,-4.9,2.3,6.1,1.6,9.7
10-12-03,0,998.8,230,23,10.1,14,5.6,0.4,1.3,1.4,-5.6,1.4,6.525,0,9
11-12-03,0,998.8,330,23,9.7,11,0.7,0,6.1,-4.7,-10,0,6.375,6,4.8
12-12-03,0,999.8,240,27,13.7,17,1.9,0.5,4.1,-3.6,-10,0,6.525,0,11.3
13-12-03,0,996.6,260,39,12.7,27,5.8,0.4,1.4,-1,-10,0,8.45,3.4,20.1
14-12-03,0,1010,290,38,7.7,24,0.4,0.5,0,0.5,-9,0.5,5.525,4,14.1
15-12-03,0,1019.3,280,14,5,11,-0.7,0.1,0,0.7,-8.4,0.7,3.375,3,5
16-12-03,0,1013.9,200,23,10.1,14,1.5,0.6,0,1.2,-7.4,1.2,4.475,0,7.7
17-12-03,0,1008.3,160,12,9.6,9,-1.3,0.1,0,1.4,-6.9,1.4,5,4.1,3.8
18-12-03,0,1004.5,250,14,7.7,11,-1.4,0.2,0,1.6,-6.3,1.6,3.375,0,4.4
19-12-03,0,1005.3,250,17,9.3,12,4.1,0.1,0.2,1.5,-6.1,1.5,5.3,3.1,4.6
20-12-03,0,995.6,290,39,9.3,25,1.3,0.5,8.5,-6.6,-10,0,5.625,1.1,13.4
21-12-03,0,1006.9,330,42,4.8,26,-0.8,0.3,0.3,0,-9.5,0,3.475,2.4,15.2
22-12-03,0,1020.8,250,26,5.7,18,-2.2,0.3,0.6,-0.2,-9.2,0,2.075,0,11.8
23-12-03,0,1014.3,260,33,10.5,25,5.6,0.4,0.1,0.3,-8.5,0.3,5.375,0,16.9
24-12-03,0,1011.1,240,30,10.8,20,8.3,0.6,0.1,0.9,-7.5,0.9,7.125,0,14.8
25-12-03,0,1000.4,240,33,11.1,20,7.9,0.6,3.9,-2.4,-10,0,7.6,0.1,12.5
26-12-03,0,985.8,260,32,10.2,24,1.7,0.5,6.3,-5.8,-10,0,7.2,0.2,14.8
27-12-03,0,982.9,240,28,3.3,20,-0.1,0.3,0,0.3,-9.2,0.3,4,0.6,12
28-12-03,0,991.6,270,29,4.4,20,-0.4,0.3,0,0.6,-8.4,0.6,2.6,5.3,11.9
29-12-03,0,998.6,40,18,5.6,12,-4.1,0.1,0,0.7,-7.9,0.7,2.25,5.7,6.4
30-12-03,0,1007.6,140,17,4.5,12,-5.2,0.3,4.5,-3.5,-10,0,1.75,0,4.8
31-12-03,0,1003.5,210,41,9,25,0,0.4,4.4,-4,-10,0,3.4,0,11.8
01-01-04,0,1000.2,260,32,7.7,20,3.2,0.4,0.1,0.3,-9.2,0.3,4.575,2.9,15.9
02-01-04,0,1010.5,290,21,5.3,15,2.2,0.3,5.5,-4.9,-10,0,4.05,0,6.1
03-01-04,0,1009.3,260,17,8.7,12,3.7,0.2,2.6,-2.4,-10,0,5.125,0.8,6.3
04-01-04,0,1008.2,230,18,9.2,13,1.8,0.2,0.2,0,-9.5,0,5.025,0,6.5
05-01-04,0,1000.9,220,26,12.1,17,7.9,0.4,0,0.5,-8.6,0.5,6.85,0.1,9.2
06-01-04,0,999.1,250,30,10,21,4.5,0.4,2.1,-1.3,-9.9,0,5.95,3.7,11.6
07-01-04,0,988.8,170,40,11.8,26,8.3,0.8,0.5,0.3,-9.1,0.3,6.7,1.2,15.8
08-01-04,0,974.5,260,30,9.8,20,4.9,0.5,12.4,-10,-10,0,6.45,2.9,12.5
09-01-04,0,987.2,250,33,7.8,24,3.1,0.6,1.5,-0.9,-10,0,4.75,4.1,15.5
10-01-04,0,989.2,250,35,12,24,7.6,0.9,4.3,-3.4,-10,0,5.875,0,13.9
11-01-04,0,983.6,260,44,11.3,30,2,0.6,10,-9.4,-10,0,5.425,1.8,19.3
12-01-04,0,977.2,240,38,8.3,26,3,0.5,2.6,-2.1,-10,0,4,4,14.3
13-01-04,0,974.2,280,47,6.9,32,1.5,0.6,2.3,-1.7,-10,0,4.225,5.6,20.4
14-01-04,0,987,260,31,4.4,22,0.7,0.4,0,0.4,-9.1,0.4,3,3.1,12.8
15-01-04,0,980.3,260,48,9,35,2.1,0.7,15.3,-10,-10,0,3.55,0,14.7
16-01-04,0,980.4,280,39,6.1,26,0.8,0.2,0.4,-0.2,-9.7,0,3.7,5.8,14
17-01-04,0,1000.8,330,21,5.1,13,-2,0.2,0,0.2,-9,0.2,2.1,4.6,8
18-01-04,0,1014.7,250,32,8,24,-1.4,0.5,0,0.7,-8.1,0.7,2.325,0.1,11.3
19-01-04,0,1009.2,270,39,10.7,29,7,0.8,0,1.5,-6.9,1.5,5.5,0.1,22.3
20-01-04,0,1009.3,270,26,8.8,19,7.1,0.6,0,2,-6,2,6.625,0,12
21-01-04,0,1007,200,18,9.3,12,6.6,0.7,0,2.8,-4.9,2.8,6.225,0,6.5
22-01-04,0,999.7,210,22,11.7,15,5.1,0.4,0.3,2.9,-4.5,2.9,7.175,0.2,6.5
23-01-04,0,999.9,270,28,10.9,18,3,0.4,2.5,0.8,-6.4,0.8,6.35,0,7
24-01-04,0,1005.4,260,27,7.2,20,1.6,0.5,0,1.3,-5.6,1.3,4.55,6.9,13.6
25-01-04,0,1002.1,250,16,6.5,12,-1.7,0.3,0,1.6,-5,1.6,3.1,4,6.2
26-01-04,0,1000,30,21,5.6,14,-1.6,0.4,3,-1.1,-7.4,0,2.475,2.5,7.2
27-01-04,0,1002.4,340,36,3.7,20,-1.5,0.3,0.4,-0.1,-7.1,0,2.325,0.6,10.4
28-01-04,0,999.6,260,45,4.8,21,-3.8,0.5,1.5,-1,-7.8,0,2,0.9,12.5
29-01-04,0,1000.7,250,20,3.3,15,-4.5,0.6,0,0.6,-6.8,0.6,1.075,0.6,10.5
30-01-04,0,989.3,240,31,9.8,21,1.2,0.7,0.7,0.6,-6.5,0.6,2.15,0,10.5
31-01-04,0,975.8,280,44,12.8,32,3.5,0.7,14.4,-10,-10,0,5.775,0.1,12.8
01-02-04,0,990.8,220,49,10.7,30,4.8,0.7,2.5,-1.8,-10,0,5.525,0,18.9
02-02-04,0,994.8,210,36,13.2,25,7.5,0.8,3.6,-2.8,-10,0,7,0,15.3
03-02-04,0,996.5,230,51,14.8,32,8.9,1,2.7,-1.7,-10,0,9.1,0.4,19.7
04-02-04,0,999.8,230,37,14.7,24,8,0.8,7.4,-6.6,-10,0,8.4,0.3,14.3
05-02-04,0,1002.5,230,41,13.8,27,8.4,1.7,0,1.7,-7.8,1.7,8.2,6.2,20.6
06-02-04,0,998.2,240,35,8.9,24,4.4,1,0,2.7,-6.4,2.7,6.6,0.9,15
07-02-04,0,1002.3,290,51,7.6,33,2.9,1.3,0.5,3.4,-5.3,3.4,4.975,6.2,21.8
08-02-04,0,1015.3,290,41,6.7,29,-1.8,0.8,0,4.2,-4.2,4.2,3.95,7.3,13.8
09-02-04,0,1023.2,220,19,8.3,14,-3.3,0.6,0,4.8,-3.4,4.8,3.175,0.9,6.8
10-02-04,0,1019.6,260,28,11,19,6.6,1,0,5.8,-2.2,5.8,5.625,0.1,13.2
11-02-04,0,1021.6,270,14,12.1,11,3.2,0.6,0,6.3,-1.5,6.3,6.45,5.1,5.7
12-02-04,0,1020.8,230,16,10.9,11,0.1,0.5,0,6.8,-1,6.8,5.275,2.7,5
13-02-04,0,1022.1,280,16,10.7,12,2.6,0.5,1.2,6,-1.7,6,5.8,1.7,5.3
14-02-04,0,1020.3,40,11,9.3,8,-2,0.4,0,6.4,-1.2,6.4,4.375,7.3,3.2
15-02-04,0,1018.4,130,12,8.8,8,-1,0.4,0,6.8,-0.7,6.8,4.775,3,4.1
16-02-04,0,1019.7,260,23,10,17,1.3,0.6,0.3,7,-0.4,7,5.225,0.5,7.9
17-02-04,0,1023.6,330,21,8.6,14,-0.8,0.5,0,7.5,0.1,7.5,5.575,6.8,6.4
18-02-04,0,1024.2,130,14,8.4,8,-2.7,0.5,0,7.9,0.6,7.9,3.825,9.2,3.5
19-02-04,0,1021.8,70,19,8.2,13,-2,0.7,0,8.6,1.3,8.6,3.4,4.7,7.4
20-02-04,0,1015.2,80,25,7,18,2.8,1.3,0,9.8,2.6,9.8,3.8,8.1,12.6
21-02-04,0,1009.8,50,28,6.4,19,2.8,1.3,0,11,3.9,11,3.75,6.2,13.3
22-02-04,0,1014.4,40,36,5.7,26,-1.7,1,0,11.8,4.9,11.8,3.35,5.4,11.9
23-02-04,0,1016.3,330,23,5.9,14,-2.7,0.8,0,12.6,5.7,12.6,2.9,3.7,9.2
24-02-04,0,1009.2,260,25,7.7,17,0.4,0.6,1.7,11.4,4.6,11.4,4.2,0.1,10.8
25-02-04,0,1005.9,330,33,4.8,19,-1.7,0.8,0,12.1,5.4,12.1,3.075,6.7,10.2
26-02-04,0,1000.1,340,35,3.6,18,-3.1,0.8,0,12.8,6.2,12.8,2.2,5.8,12.1
27-02-04,0,998,330,35,4.5,23,-2.7,1.1,0,13.8,7.3,13.8,1.45,9.7,12.6
28-02-04,0,1004.6,330,22,5.2,14,-3.4,1.1,0,14.7,8.3,14.7,1.375,9.8,8.8
29-02-04,0,1015.8,80,13,7,9,-6.4,0.9,0,15.5,9.2,15.5,1.075,8.8,5.1
01-03-04,0,1023.6,140,19,8.5,13,-5.3,0.9,0,16.3,10.2,16.3,1.275,8.6,4.8
02-03-04,0,1018.9,200,31,8.4,21,-4.5,1,0,17.1,11.2,17.1,1.55,1.6,10.3
03-03-04,0,1009,250,27,10.6,23,3.9,0.7,9.1,8.6,2.7,8.6,4.2,1.2,8.6
04-03-04,0,1007.7,250,14,12.4,9,1.5,1,1.7,7.8,2,7.8,4.175,6.3,5.4
05-03-04,0,1010.8,330,19,10.4,12,0.6,0.9,0,8.7,2.9,8.7,4.6,5.8,6.9
06-03-04,0,1014.7,310,25,10.2,15,-1,1.1,0.3,9.4,3.7,9.4,4.35,8.3,9.4
07-03-04,0,1020.1,30,25,10,14,0.7,1.3,0,10.6,5,10.6,4.25,10.2,9
08-03-04,0,1025,130,22,8.3,15,-1.9,0.8,0,11.3,5.9,11.3,3.825,6.7,7.4
09-03-04,0,1024.3,130,24,7.7,13,-3.9,0.7,0,12,6.6,12,3.125,2.5,6
10-03-04,0,1016.3,160,22,6.7,16,1.9,1.6,0,13.3,8.1,13.3,3.725,4.1,10.6
11-03-04,0,1000.7,140,48,4.4,32,1.5,1.1,2.9,11.4,6.3,11.4,3.275,0,23.5
12-03-04,0,990.4,130,39,7.5,27,2.1,0.6,5.6,6.3,1.3,6.3,3.875,0.4,10.5
13-03-04,0,993.2,220,28,10.2,18,1.4,1.2,0.9,6.5,1.6,6.5,4.7,6.6,9.6
14-03-04,0,993.8,250,49,12.8,32,5.2,1.4,1.6,6.2,1.3,6.2,6,3.9,17.8
15-03-04,0,1003.3,230,37,16.6,24,7.4,1.6,1,6.7,1.9,6.7,7.4,1.2,13.8
16-03-04,0,1004.9,190,43,13.8,28,8.8,1.2,1.7,6.2,1.5,6.2,8.775,0.1,17.7
17-03-04,0,1010.2,250,26,14,19,6.4,1.9,0,8,3.4,8,7.9,8.5,11
18-03-04,0,1004.3,260,39,10.2,27,4.9,1.3,2.7,6.5,2,6.5,6.75,4.4,14.1
19-03-04,0,989.2,260,58,11.1,37,4.9,1.4,3.5,4.3,-0.1,4.3,6.8,5.9,18.2
20-03-04,0,985,250,61,13.6,43,3.2,1.3,6.5,-0.9,-5.3,0,7.475,4,25.1
21-03-04,0,991.9,270,48,10.6,32,3.4,1.7,2.2,-0.5,-5.6,0,6.125,5.5,20.5
22-03-04,0,1003.8,300,36,8.7,23,1.7,1.5,1.1,0.4,-4.9,0.4,5.55,8.6,15.7
23-03-04,0,1013,20,30,9.6,17,1,1.5,0.7,1.1,-3.9,1.1,4.925,7.9,11
24-03-04,0,1019.4,330,30,10,17,0,1.5,0,2.6,-2.2,2.6,5.025,7.3,9.3
25-03-04,0,1016.2,30,39,10.6,22,4.7,1.9,0,4.5,-0.2,4.5,6.375,8.6,12
26-03-04,0,1015.2,310,22,10.7,13,4.2,1,0,5.5,0.8,5.5,7.075,0.3,6.7
27-03-04,0,1007.8,300,19,10.6,13,7.1,1.2,0,6.6,2.1,6.6,7.95,0.4,5.6
28-03-04,0,1006.4,260,21,13.5,16,5.2,1.5,0,8.1,3.6,8.1,8.05,3.5,8
29-03-04,0,1010.7,140,14,12.1,11,4,1.2,0,9.2,4.8,9.2,8.575,0.1,4.9
30-03-04,0,1005.3,120,22,11.9,18,2.4,1.3,0,10.4,6.1,10.4,7.9,1.4,7.5
31-03-04,0,996.6,120,22,13.3,16,4,1.7,2.4,9.5,5.4,9.5,8.1,6.4,10.3
01-04-04,0,990.5,130,30,12.8,20,6.9,1,4.1,6.4,2.3,6.4,9.225,0.6,9.4
02-04-04,0,990.1,150,26,12.2,18,5.6,1.3,0.6,7,3,7,9.2,2.8,12.6
03-04-04,0,992.2,210,34,13.2,24,4.7,1.8,2.2,6.5,2.6,6.5,9.225,4.7,13.3
04-04-04,0,998.6,270,40,10.9,27,3.5,1.8,2.5,5.7,1.9,5.7,7.75,6.4,16.9
05-04-04,0,1001.6,310,49,11.4,26,3.3,1.9,0.8,6.7,3.1,6.7,7.475,6.5,18.7
06-04-04,0,1003.8,340,41,10.9,25,3,2,0.7,7.9,4.4,7.9,7.125,7.2,16.2
07-04-04,0,1010.2,340,34,10.6,19,1.2,1.8,0.7,8.9,5.5,8.9,6.8,9.7,10.2
08-04-04,0,1012.3,330,29,10.1,18,-0.4,1.1,0.6,9.3,6,9.3,6.325,3.3,8.6
09-04-04,0,1010.4,340,21,12.7,13,7.5,1.1,3.1,7.2,4,7.2,8.275,0,6.8
10-04-04,0,1011.2,330,23,12.2,15,7.1,1.5,0.7,7.9,4.8,7.9,9.1,3.2,5.8
11-04-04,0,1014.1,130,9,11.2,6,5.1,1,0,8.8,5.7,8.8,9.45,0.1,2.8
12-04-04,0,1017,290,16,13,11,3.4,1.4,0,10.1,7.1,10.1,9.425,1.9,5.5
13-04-04,0,1014,260,22,11.2,16,2.8,1,0.6,10.3,7.5,10.3,8.975,1.3,9.2
14-04-04,0,1003.8,210,35,13.9,23,9.7,2.3,0,12.4,9.8,12.4,9.6,1.7,13.7
15-04-04,0,997.9,250,19,11.6,14,3.9,1.5,5.1,8.6,6.1,8.6,9.65,3.9,8
16-04-04,0,999.6,150,15,11.7,11,0.2,2,0,10.4,8.1,10.4,9.075,10.7,5.4
17-04-04,0,985.1,210,34,9,22,1.7,0.9,3.1,8.2,5.9,8.2,7.875,2.5,11.7
18-04-04,0,972,330,27,10.3,18,2.2,1.8,1.3,8.5,6.5,8.5,8.025,7.6,10.8
19-04-04,0,978.6,240,26,13.7,18,0.9,2.3,0.9,9.7,7.8,9.7,7.725,8.9,12.3
20-04-04,0,984.3,150,40,11.5,29,4.5,1.2,1.2,9.6,7.8,9.6,8.475,2.4,12.7
21-04-04,1,988.3,200,45,15,31,7.5,2.6,1.4,10.6,9.1,10.6,9.15,5.4,17.6
22-04-04,0,1002.7,250,25,15,17,5.8,2.6,0,13,11.6,13,9.35,9.1,11.6
23-04-04,0,1012,240,24,18.1,17,9.5,2.5,0,15.1,14,15.1,11.275,4.8,9
24-04-04,0,1014.8,230,23,18.1,18,6.7,3.1,0,17.8,17,17.8,12.525,9.1,9
25-04-04,0,1014.8,130,15,15,10,3.9,2.8,0,20.1,19.6,20.1,12.125,13.2,5.9
26-04-04,0,1011.2,310,21,15.6,15,3.2,2.2,0,21.9,21.6,21.9,11.875,6.3,8.2
27-04-04,0,1009.5,10,26,14.1,18,4.1,2.4,0,23.9,23.7,23.9,11.25,12.5,12
28-04-04,0,1006.8,30,27,14,21,6.8,2.9,0,26.1,26.2,26.1,11,11.1,14.4
29-04-04,0,1001.2,30,32,12.3,23,6,2.7,2.2,26,26.3,26,10.4,11,14.7
30-04-04,0,998.8,30,28,13.1,21,6.3,1.7,0,27.3,27.7,27.3,9.775,2.3,14.2
01-05-04,0,1000.1,40,25,15.2,18,6.5,2.9,0,29.4,30.1,29.4,11.125,10.3,11.4
